Rank,Total,Venue_S,Relev_S,Impact_S,Bonus_S,Title,Authors,Year,Venue,Citations,Code,Code_URL,Demo,URL,PDF,Source
147,32,2,26,4,0,Joint UAV-UGV Positioning and Trajectory Planning via Meta A3C for Reliable Emergency Communications,Ndagijimana Cyprien; Mehdi Sookhak; H. Zarini; Chandra N. Sekharan; Mohammed Atiquzzaman,2025,arXiv.org,0,,,,https://www.semanticscholar.org/paper/1d6f72f10676d814a6c47f12fc69d45dfa06e08b,,both
148,32,0,24,8,0,On Real-time Cooperative Trajectory Planning of Aerial-ground Systems,Jie Huang; Jianfei Chen; Zhenyi Zhang; Yutao Chen; Dingci Lin,2024,Journal of Intelligent and Robotic Systems,8,,,,https://www.semanticscholar.org/paper/24cecd156286d43b11d417fcf2f425567276bbbb,https://link.springer.com/content/pdf/10.1007/s10846-024-02055-w.pdf,semantic_scholar
149,32,10,18,4,0,Preliminary Framework for Pest Management System based on UAV-UGV Cooperation,J. Pak; Sung-Kook Choi; Sechang Lee; Jae-ha Choi; Hyunkyu Sang,2025,IFAC-PapersOnLine,0,,,,https://www.semanticscholar.org/paper/9fbf40a87b4101be87a6b5209251035975af291d,,semantic_scholar
150,32,0,13,4,15,A Survey on Master?€?Slave FPV Drone Systems for Military Reconnaissance and Coordinated Aerial Operations,S V Vikas; Srinivas BV; Sharan Sheshadri; Keerthi Kulkarni,2025,International Journal of Scientific Research in Computer Sci,0,,,Y,https://www.semanticscholar.org/paper/3473faa5b3b124dd25627884b74020c0aed8afd4,,semantic_scholar
151,32,0,25,7,0,Human-Centric UAV-UGV Collaboration,Maro?? Krup????; Saahil. Chand; Yuqian Lu; Xun Xu; E. Kajati,2023,2023 IEEE 19th International Conference on Automation Scienc,5,,,,https://www.semanticscholar.org/paper/667ce50769c49942235c194ae1dbafc3e4b66591,,both
152,32,2,21,9,0,Cluster-Based Multi-Agent Task Scheduling for Space-Air-Ground Integrated Networks,Zhiying Wang; Gang Sun; Yuhui Wang; Hongfang Yu; Dusit Niyato,2024,IEEE Transactions on Cognitive Communications and Networking,13,,,,http://arxiv.org/abs/2412.10700v1,https://arxiv.org/pdf/2412.10700v1,both
153,32,0,25,7,0,Distributed Localization for UAV?€?UGV Cooperative Systems Using Information Consensus Filter,Buqing Ou; Feixiang Liu; Guanchong Niu,2024,Drones,3,,,,https://www.semanticscholar.org/paper/aef5e306715229b2f47c7a4bd6fd58fc5f277bc1,https://www.mdpi.com/2504-446X/8/4/166/pdf?version=1713695144,both
154,32,2,5,10,15,RoboBallet: Planning for multirobot reaching with graph neural networks and reinforcement learning,M. Lai; Keegan Go; Zhibin Li; Torsten Kroeger; S. Schaal,2025,Sci. Robotics,14,,,Y,https://www.semanticscholar.org/paper/291cd0e1d9825fcd5fdc1ed3b53b335e06264428,,semantic_scholar
155,32,0,22,10,0,Multi-agent Robotic System (MARS) for UAV-UGV Path Planning and 1 Automatic Sensory Data Collection in Cluttered Environments 2,,,,13,,,,https://www.semanticscholar.org/paper/4a07468d1cab2cba5fbaae65b0ecb1ce75d0b416,,semantic_scholar
156,32,0,9,8,15,An Intelligent Ground-Air Cooperative Navigation Framework Based on Visual-Aided Method in Indoor Environments,Zihao Wang; K. Qin; Te Zhang; Bo Zhu,2021,Unmanned Systems,14,,,Y,https://www.semanticscholar.org/paper/9d9fe528a5880905fb9edbfbaf248ef95c6fb35c,,semantic_scholar
157,31,0,23,8,0,Secure Distributed Model Predictive Control for Heterogeneous UAV-UGV Formation Under DoS Attacks,Hui Tang; Yong Chen; Ikram Ali,2025,IEEE Transactions on Intelligent Vehicles,5,,,,https://www.semanticscholar.org/paper/e1316fa5836ba5bfc7677f1ac48bc0e0acdb58b9,,both
158,31,0,24,7,0,Cross-Dimensional Distributed Control for Heterogeneous UAV-UGV Systems With Nonzero Leader Input,Hui Tang; Yong Chen; Ikram Ali,2024,IEEE Transactions on Intelligent Vehicles,5,,,,https://www.semanticscholar.org/paper/3f26f28f5f468412719e8d0f4b7c924b401f804c,,both
159,31,0,26,5,0,Computationally Efficient Multi-Agent Optimization Framework for Online Routing of UAV-UGV System,S. Ramasamy; Md Safwan Mondal; James D. Humann; James M. Dotterweich; Jean-Paul F. Reddinger,2024,2024 IEEE 20th International Conference on Automation Scienc,1,,,,https://www.semanticscholar.org/paper/44b3e4b1b17f66814fe5b22057912c45a82eb717,,both
160,31,5,20,6,0,Conceptual Design of a UAV-UGV Autonomous Collaborative Robot System,R??bert Szabolcsi; Gy??rgy Moln??r; Tibor W??hrl,2024,2024 IEEE 7th International Conference and Workshop ??buda on,2,,,,https://www.semanticscholar.org/paper/fbfc10169d274d79f50898e72742af68aa63daeb,,both
161,31,2,10,4,15,MOMA: Visual Mobile Marker Odometry,Raul Acuna; Zaijuan Li; Volker Willert,2017,,0,,,Y,http://arxiv.org/abs/1704.02222v2,https://arxiv.org/pdf/1704.02222v2,arxiv
162,31,0,23,8,0,UAV-UGV Cooperative 3D Environmental Mapping,,2019,Computing in Civil Engineering,28,,,,https://www.semanticscholar.org/paper/b3045768c06dc964aafc90fb2ac8f098b45eb5e2,,semantic_scholar
163,31,2,10,4,15,A General Purpose Method for Robotic Interception of Non-Cooperative Dynamic Targets,Tanmay P. Patel; Erica L. Tevere; Erik H. Kramer; Rudranarayan M. Mukherjee,2025,"10 pages, 11 figures, 5 tables. Accepted to IEEE Aerospace C",0,,,Y,http://arxiv.org/abs/2512.20769v1,https://arxiv.org/pdf/2512.20769v1,both
164,31,15,8,8,0,Air-Ground Collaborative Localisation in Forests Using Lidar Canopy Maps,Lucas Carvalho de Lima; Milad Ramezani; Paulo Borges; M. Br??nig,2023,IEEE Robotics and Automation Letters,12,,,,https://www.semanticscholar.org/paper/a741c49e5e6fe80fa4f073faf6bec8ed4b644aa4,,semantic_scholar
165,31,5,22,4,0,Path-Following by a UAV-UGV Formation Using Null Space-Based Control,V. P. Bacheti; Alexandre Santos Brand??o; M. Sarcinelli-Filho,2021,Workshop on Information Processing and Control,0,,,,https://www.semanticscholar.org/paper/097fe78bb6d4109e5f173ebe3f06d290b5b40f08,,both
166,31,0,25,6,0,Formation Tracking of UAV-UGV Systems Over Event-Triggered Communications,Yancheng Yan; Tieshan Li; Yue Long; Hanqing Yang; Hongjing Liang,2024,International Conference on Information and Software Technol,2,,,,https://www.semanticscholar.org/paper/302116479553723331eea0e68eabd463d714dbc2,,both
167,31,2,10,4,15,Heuristic Approach for Jointly Optimizing FeICIC and UAV Locations in Multi-Tier LTE-Advanced Public Safety HetNet,Abhaykumar Kumbhar; Hamidullah Binol; Simran Singh; Ismail Guvenc; Kemal Akkaya,2019,Submitted at IET Cyber-Systems and Robotics,0,,,Y,http://arxiv.org/abs/2001.02760v1,https://arxiv.org/pdf/2001.02760v1,arxiv
168,31,0,21,10,0,Cooperative Path Planning of UAVs & UGVs for a Persistent Surveillance Task in Urban Environments,Yu Wu; Shaobo Wu; Xinting Hu,2021,IEEE Internet of Things Journal,135,,,,https://www.semanticscholar.org/paper/81142185316d684d52a1235c29ecd26af85ea218,,semantic_scholar
169,31,15,7,9,0,Image-based Visual Servo Control for Aerial Manipulation Using a Fully-Actuated UAV,Guanqi He; Yash Jangir; Junyi Geng; Mohammadreza Mousaei; Dongwei Bai,2023,Accepted by 2023 IEEE/RSJ International Conference on Intell,20,,,,http://arxiv.org/abs/2306.16530v1,https://arxiv.org/pdf/2306.16530v1,both
170,31,10,11,10,0,Distributed multi-robot formation control in dynamic environments,Javier Alonso-Mora; E. Montijano; Tobias N??geli; Otmar Hilliges; M. Schwager,2018,Autonomous Robots,127,,,,https://www.semanticscholar.org/paper/cd4b2ef6da67e40acc55da05a7d3ed5b582d50e9,https://link.springer.com/content/pdf/10.1007%2Fs10514-018-9783-9.pdf,both
171,31,0,22,9,0,Air-Ground Spatial Crowdsourcing with UAV Carriers by Geometric Graph Convolutional Multi-Agent Deep Reinforcement Learning,Yu Wang; Jing-jing Wu; Xingyuan Hua; Chi Harold Liu; Guozheng Li,2023,IEEE International Conference on Data Engineering,17,,,,https://www.semanticscholar.org/paper/1aa968934976d9be4ed2962aa3cd943e0bfc8ed4,,both
172,30,0,22,8,0,A Path-Following Controller for a UAV-UGV Formation Performing the Final Step of Last-Mile-Delivery,V. P. Bacheti; A. Brand??o; M. Sarcinelli-Filho,2021,IEEE Access,27,,,,https://www.semanticscholar.org/paper/680ce567bac59f396639648430ddba9a7f5442da,https://doi.org/10.1109/access.2021.3120347,semantic_scholar
173,30,0,23,7,0,UAV-UGV cooperative targeted spraying system for honey pomelo orchard,Yuli???hen; Zibo???iu; Zhen???in; Zifeng???u; Xianlu???uan,2024,International Journal of Agricultural and Biological Enginee,5,,,,https://www.semanticscholar.org/paper/4d87030e75a0f5c514cb6a1954b9da7e097ebf16,https://doi.org/10.25165/j.ijabe.20241706.8989,semantic_scholar
174,30,2,9,4,15,Low-Cost Infrastructure-Free 3D Relative Localization with Sub-Meter Accuracy in Near Field,Qiangsheng Gao; Ka Ho Cheng; Li Qiu; Zijun Gong,2025,,0,,,Y,http://arxiv.org/abs/2506.19199v1,https://arxiv.org/pdf/2506.19199v1,both
175,30,0,23,7,0,As-is Geometric Data Collection and 3D Visualization through the Collaboration between UAV and UGV,Pileun Kim; Jisoo Park; Y. Cho,2019,Proceedings of the 36th International Symposium on Automatio,14,,,,https://www.semanticscholar.org/paper/00e763b0c6ad65a039125c296b85bae83830dd80,,semantic_scholar
176,30,0,26,4,0,Adaptive and Resilient Consensus for UAV-UGV Teams via Virtual Agent Mediation and Topology Switching,Fenghe Guo; Runjie Shen; Junrui Zhang; Chenyang Sun; Quanxi Zhan,2025,IEEE International Conference on Robotics and Biomimetics,0,,,,https://www.semanticscholar.org/paper/22a712b4a29fab4407148eb4226a08876409169f,,both
177,30,2,24,4,0,BIM-Discrepancy-Driven Active Sensing for Risk-Aware UAV-UGV Navigation,Hesam Mojtahedi; Reza Akhavian,2025,arXiv.org,0,,,,http://arxiv.org/abs/2511.14037v1,https://arxiv.org/pdf/2511.14037v1,both
178,30,0,24,6,0,An optimal UAV and UGV Cooperative Network Navigation Algorithm for Bushfire Surveillance and Disaster Relief,Jingwen Wei; Zixuan Fang,2024,International Conference on Computer and Automation Engineer,2,,,,https://www.semanticscholar.org/paper/d2dcbdc9c6fc7216152192121f86fd59dd62d8fb,,semantic_scholar
179,30,2,9,4,15,"CyPhyHouse: A Programming, Simulation, and Deployment Toolchain for Heterogeneous Distributed Coordination",Ritwika Ghosh; Joao P. Jansch-Porto; Chiao Hsieh; Amelia Gosse; Minghao Jiang,2019,,0,,,Y,http://arxiv.org/abs/1910.01557v2,https://arxiv.org/pdf/1910.01557v2,both
180,30,0,24,6,0,Time-varying formation tracking control for UAV-UGV heterogeneous swarm systems with switching directed topologies,Siquan Zhou; Xiwang Dong; Qingdong Li; Z. Ren,2020,2020 IEEE 16th International Conference on Control & Automat,7,,,,https://www.semanticscholar.org/paper/8f980663f09a259c7244c49374d102ab5cf02557,,both
181,30,15,11,4,0,Optimizing Indoor Farm Monitoring Efficiency Using UAV: Yield Estimation in a GNSS-Denied Cherry Tomato Greenhouse,Taewook Park; Jinwoo Lee; Hyondong Oh; Won-Jae Yun; Kyu-Wha Lee,2025,Accepted at 2025 ICRA workshop on field robotics,0,,,,http://arxiv.org/abs/2505.00995v1,https://arxiv.org/pdf/2505.00995v1,arxiv
182,30,0,11,4,15,Multi-Domain Robot Swarm for Industrial Mapping and Asset Monitoring: Technical Challenges and Solutions,Fethi Ouerdane; Ahmed Abubaker; Mubarak Aremu Badamasi; Mohammed Abdel-Nasser; Ahmed Eltayeb,2025,Italian National Conference on Sensors,0,,,Y,https://www.semanticscholar.org/paper/15b2d272e4e3927560f780869cb52d96ca785d92,,both
183,30,0,23,7,0,Can UAV and UGV be best buddies? Towards heterogeneous aerial-ground cooperative robot system for complex aerial manipulation tasks,T. Petrovi??; Tomislav Haus; Barbara Arbanas; M. Orsag; S. Bogdan,2015,"International Conference on Informatics in Control, Automati",21,,,,https://www.semanticscholar.org/paper/89189be562b8dba7f9f12350b03c61e9485c73ce,,both
184,30,0,21,9,0,Decentralized Adaptive Event-Triggered Fault-Tolerant Synchronization Tracking Control of Multiple UAVs and UGVs With Prescribed Performance,Shangkun Liu; Bin Jiang; Zehui Mao; Youmin Zhang,2024,IEEE Transactions on Vehicular Technology,15,,,,https://www.semanticscholar.org/paper/5adfc88f455510dcb8e895d6bc1020afd74d7e8f,,semantic_scholar
185,30,0,23,7,0,Decentralized Adaptive Event-Triggered Fault-Tolerant Cooperative Control of Multiple Unmanned Aerial Vehicles and Unmanned Ground Vehicles with Prescribed Performance under Denial-of-Service Attacks,Shangkun Liu; Jie Huang,2024,Mathematics,3,,,,https://www.semanticscholar.org/paper/262794427db1b620e8fe6c5dd335cb6c58003789,https://www.mdpi.com/2227-7390/12/17/2701/pdf?version=1725009406,semantic_scholar
186,30,0,25,4,0,Adaptive Swarm Formation Control for Hybrid Ground and Aerial Assets,Laura E. Barnes; Richard Garcia; M. Fields; K. Valavanis,2010,,5,,,,https://www.semanticscholar.org/paper/c82b6d148045a5312b6820ad254cc36c85af8759,https://doi.org/10.5772/10320,both
187,29,0,23,6,0,A Framework of Cooperative UAV-UGV System for Target Tracking,Zhilong Su; Can Wang; Xinyu Wu; Yao Dong; Jiangpeng Ni,2021,International Conference on Real-time Computing and Robotics,7,,,,https://www.semanticscholar.org/paper/4d8dca93ef177dc28e955318fece9e7cc43dabff,,semantic_scholar
188,29,0,23,6,0,A Bilevel Optimization Framework For fuel-constrained UAV-UGV Cooperative Routing: Planning and Experimental Validation,Md Safwan Mondal; S. Ramasamy; Pranav A. Bhounsule,2023,arXiv.org,4,,,,https://www.semanticscholar.org/paper/17a23c3a6d1631f912e010594d86be96a73d8014,https://arxiv.org/pdf/2303.02315,semantic_scholar
189,29,0,20,9,0,Robust finite-time cooperative formation control of UGV-UAV with model uncertainties and actuator faults,Wanglei Cheng; B. Jiang; Kecheng Zhang; S. Ding,2021,Journal of the Franklin Institute,45,,,,https://www.semanticscholar.org/paper/1da31895da4c96c89d3009d0b98b251b211558a0,,both
190,29,0,25,4,0,Aerial-Ground Collaboration for Fast and Accurate Hazard Detection in SAR Missions,Amal Habibi; Zied Hajaiej,2025,2025 IEEE International Conference on Advanced Systems and E,0,,,,https://www.semanticscholar.org/paper/1330e9c0cc6e0217923e8cf3c27021518256faaf,,both
191,29,2,8,4,15,Two-Layer Voronoi Coverage Control for Hybrid Aerial-Ground Robot Teams in Emergency Response: Implementation and Analysis,Douglas Hutchings; Luai Abuelsamen; Karthik Rajgopal,2025,"23 pages, 7 figures. Technical report with complete implemen",0,Y,https://github.com/dHutchings/ME292B,,http://arxiv.org/abs/2510.10781v1,https://arxiv.org/pdf/2510.10781v1,both
192,29,2,8,4,15,SLEI3D: Simultaneous Exploration and Inspection via Heterogeneous Fleets under Limited Communication,Junfeng Chen; Yuxiao Zhu; Xintong Zhang; Bing Luo; Meng Guo,2026,IEEE Transactions on Automation Science and Engineering,0,,,Y,http://arxiv.org/abs/2601.00163v1,https://arxiv.org/pdf/2601.00163v1,both
193,29,0,22,7,0,Fixed?€?Time Dynamic Event?€?Triggered Formation Control for Unmanned Aerial?€?Ground Vehicle (UAV?€?UGV) Heterogeneous System,Xing Guo; Qing Li; Qijia Yao; Xiaoya Lu,2025,International Journal of Robust and Nonlinear Control,2,,,,https://www.semanticscholar.org/paper/8c95db875273a06fb8dd8762813ef35f7c4a1ba4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rnc.7937,both
194,29,0,25,4,0,Formation Motion Planning of Heterogeneous UAV-UGV System Based on Potential Field Method and Rigid Graph Theory,Qian Chen; Chengchen Pan; Yao Zhan; Xiuchun Li; Zhengyu Shi,2024,"2024 4th International Conference on Robotics, Automation an",0,,,,https://www.semanticscholar.org/paper/e165755da14efc82149946e1d2b93d97e55d277b,,both
195,29,0,25,4,0,Unmanned aerial vehicle (UAV)-unmanned ground vehicle (UGV) combined formation cooperative control method,??????; ?????????; ?????????; ?????????; ?????????,2016,,0,,,,https://www.semanticscholar.org/paper/b81a808954f3655ae4612c67539d82d3ef6abeb7,,semantic_scholar
196,29,0,25,4,0,Research on Air-Ground Cooperative Autonomous Dynamic Landing Algorithm Based on Multi-Apriltag Code and Visual Constraints,Jiandong Peng; Qi Song; Bodan Yao; Wei Hu; Shude Ji,2025,Chinese Control and Decision Conference,0,,,,https://www.semanticscholar.org/paper/83f4dc25bec8225799500f3cfee9dfa8a764ebc0,,semantic_scholar
197,29,0,23,6,0,Fixed-time adaptive cooperative control architecture for air-ground target tracking using UAV and UGV with dynamic constraints,Jawhar Ghommam; S. Sinan; Raouf Fareh; Maarouf Saad,2025,International Journal of Control,1,,,,https://www.semanticscholar.org/paper/a91141c7dbf30bb800ab835cb8a269c83d2fdd08,,both
198,29,0,22,7,0,Deep Reinforcement Learning-Based Routing Framework for Bidirectional Communication in UAV-UGV Networks,Prabhakar Saxena; G. Phade,2025,Cognitive Robotics,2,,,,https://www.semanticscholar.org/paper/ada7839d729657ff83e59afcf6d2a08ddddb2c1e,,semantic_scholar
199,29,2,8,4,15,Text-based Aerial-Ground Person Retrieval,Xinyu Zhou; Yu Wu; Jiayao Ma; Wenhao Wang; Min Cao,2025,,0,Y,https://github.com/Flame-Chasers/TAG-PR,,http://arxiv.org/abs/2511.08369v1,https://arxiv.org/pdf/2511.08369v1,arxiv
200,29,0,20,9,0,Low-AoI data collection in integrated UAV-UGV-assisted IoT systems based on deep reinforcement learning,Xiuwen Fu; Chang Deng; Antonio Guerrieri,2025,Comput. Networks,7,,,,https://www.semanticscholar.org/paper/e6a04b4b884f2ecda696c1a46a15495c47bb5806,,semantic_scholar
201,29,0,22,7,0,Distributed fixed?€?time sliding mode formation control for unmanned aerial?€?ground vehicle (UAV?€?UGV) heterogeneous system,Xing Guo; Qing Li; Qijia Yao; Xiaoya Lu,2024,Asian journal of control,3,,,,https://www.semanticscholar.org/paper/bd87332ffdf8e42b746b39a0dafe3acd4fadead0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/asjc.3541,both
202,28,0,23,6,0,UAV-UGV collaboration with a PackBot UGV and Raven SUAV for pursuit and tracking of a dynamic target,Carol Cheung; B. Grocholsky,2008,SPIE Defense + Commercial Sensing,16,,,,https://www.semanticscholar.org/paper/36bebdfd4163a85883071eae0ade1eafc893870d,,semantic_scholar
203,28,0,23,6,0,Using Petri Net Plans for Modeling UAV-UGV Cooperative Landing,Andrea Bertolaso; Masoume M. Raeissi; A. Farinelli; R. Muradore,2016,European Conference on Artificial Intelligence,9,,,,https://www.semanticscholar.org/paper/b19d26f918848da4889dd230cb63735e547511c7,,semantic_scholar
204,28,2,18,8,0,Time-Varying Formation Control of a Collaborative Multi-Agent System Using Negative-Imaginary Systems Theory,Vu Phi Tran; Matthew Garratt; Ian R. Petersen,2018,Control Engineering Practice,41,,,,http://arxiv.org/abs/1811.06206v1,https://arxiv.org/pdf/1811.06206v1,both
205,28,5,17,6,0,UAV and UGV Collaboration for Active Ground Feature Search and Localization,B. Grocholsky; S. Bayraktar; Vijay R. Kumar; George Pappas,2004,"AIAA 3rd ""Unmanned Unlimited"" Technical Conference, Workshop",31,,,,https://www.semanticscholar.org/paper/2a1641cb2f334bec02efd7d11a0494540917aa4f,,semantic_scholar
206,28,0,22,6,0,PDDL Planning with Natural Language-Based Scene Understanding for UAV-UGV Cooperation,Jiyoun Moon; Beomhee Lee,2019,Applied Sciences,10,,,,https://www.semanticscholar.org/paper/bf299851d033ce8245b1c433949dd52219d82742,https://www.mdpi.com/2076-3417/9/18/3789/pdf?version=1568104755,semantic_scholar
207,28,0,21,7,0,Air-ground coordinated unmanned swarm systems: A multitasking framework for control design.,Xiuye Wang; Huiming Wang; Qinqin Sun; Ye-Hwa Chen,2023,ISA transactions,7,,,,https://www.semanticscholar.org/paper/b71c09b45bd91377a31491cd802be9ddf710981d,,semantic_scholar
208,28,0,8,5,15,A Vision-Aided Navigation System by Ground-Aerial Vehicle Cooperation for UAV in GNSS-Denied Environments,Zihao Wang; Te Zhang; K. Qin; Bo Zhu,2018,"IEEE Chinese Guidance, Navigation and Control Conference",4,,,Y,https://www.semanticscholar.org/paper/e6dc8501bc8a766bd4571eecf538e99c7a963a1c,,semantic_scholar
209,28,2,18,8,0,Air-Ground Collaborative Robots for Fire and Rescue Missions: Towards Mapping and Navigation Perspective,Ying Zhang; Haibao Yan; Danni Zhu; Jiankun Wang; Cui-Hua Zhang,2024,"17 pages, 20 figures; This work has been submitted to the IE",8,,,,http://arxiv.org/abs/2412.20699v2,https://arxiv.org/pdf/2412.20699v2,both
210,28,0,24,4,0,Experimental Comparative Analysis of Centralized vs. Decentralized Coordination of Aerial-Ground Robotic Teams for Agricultural Operations,Dimitrios Katikaridis; Lefteris Benos; Patrizia Busato; Dimitrios Kateris; Elpiniki I. Papageorgiou,2025,Robotics,0,,,,https://www.semanticscholar.org/paper/710195d367854cce39214408449e43de6ac7f9ef,,both
211,28,0,20,8,0,Location-Based Hybrid Precoding Schemes and QoS-Aware Power Allocation for Radar-Aided UAV?€?UGV Cooperative Systems,Xiangqian Xu; Renmin Zhang; Yingjing Qian,2022,IEEE Access,16,,,,https://www.semanticscholar.org/paper/dbfa49b0463eb48f55c9bc2ebca835639df71f07,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09771310.pdf,semantic_scholar
212,28,2,7,4,15,VIO-UWB-Based Collaborative Localization and Dense Scene Reconstruction within Heterogeneous Multi-Robot Systems,Jorge Pe??a Queralta; Li Qingqing; Fabrizio Schiano; Tomi Westerlund,2020,,0,,,Y,http://arxiv.org/abs/2011.00830v2,https://arxiv.org/pdf/2011.00830v2,both
213,28,2,7,4,15,Coordinated Autonomous Drones for Human-Centered Fire Evacuation in Partially Observable Urban Environments,Maria G. Mendoza; Addison Kalanther; Daniel Bostwick; Emma Stephan; Chinmay Maheshwari,2025,Accepted to IEEE Global Humanitarian Technology Conference (,0,,,Y,http://arxiv.org/abs/2510.23899v1,https://arxiv.org/pdf/2510.23899v1,arxiv
214,28,2,7,4,15,Deployment of Reliable Visual Inertial Odometry Approaches for Unmanned Aerial Vehicles in Real-world Environment,Jan Bedn????; Mat??j Petrl??k; Kelen Cristiane Teixeira Vivaldini; Martin Saska,2023,,0,,,Y,http://arxiv.org/abs/2302.01867v1,https://arxiv.org/pdf/2302.01867v1,arxiv
215,28,2,22,4,0,Cooperative Multi-Type Multi-Agent Deep Reinforcement Learning for Resource Management in Space-Air-Ground Integrated Networks,Hengxi Zhang; Huaze Tang; Wenbo Ding; Xiao-Ping Zhang,2023,,0,,,,http://arxiv.org/abs/2308.03995v1,https://arxiv.org/pdf/2308.03995v1,arxiv
216,28,2,7,4,15,Grounded Vision-Language Navigation for UAVs with Open-Vocabulary Goal Understanding,Yuhang Zhang; Haosheng Yu; Jiaping Xiao; Mir Feroskhan,2025,,0,,,Y,http://arxiv.org/abs/2506.10756v1,https://arxiv.org/pdf/2506.10756v1,arxiv
217,28,0,24,4,0,Fixed-Time Cooperative Formation Control of Heterogeneous Systems Under Multiple Constraints,Yandong Li; Wei Zhao; Ling Zhu; Zehua Zhang; Yuan Guo,2025,Entropy,0,,,,https://www.semanticscholar.org/paper/f2a7c08afc79e2562f0d50f3dae3d724842140de,,semantic_scholar
218,28,2,7,4,15,FRSICL: LLM-Enabled In-Context Learning Flight Resource Allocation for Fresh Data Collection in UAV-Assisted Wildfire Monitoring,Yousef Emami; Hao Zhou; Miguel Gutierrez Gaitan; Kai Li; Luis Almeida,2025,,0,,,Y,http://arxiv.org/abs/2507.10134v2,https://arxiv.org/pdf/2507.10134v2,arxiv
219,28,2,7,4,15,"SlideSLAM: Sparse, Lightweight, Decentralized Metric-Semantic SLAM for Multi-Robot Navigation",Xu Liu; Jiuzhou Lei; Ankit Prabhu; Yuezhan Tao; Igor Spasojevic,2024,"Xu Liu, Jiuzhou Lei, and Ankit Prabhu contributed equally to",0,Y,https://github.com/KumarRobotics/SLIDE_SLAM,,http://arxiv.org/abs/2406.17249v7,https://arxiv.org/pdf/2406.17249v7,arxiv
220,28,0,9,4,15,Online decentralized planning for a cable-driven parallel robot with aerial and ground actuators through multi-agent reinforcement learning,Yanting Zhu; Long Li; Yi Wang; Hao Xiong; Liang Hu,2025,International Journal of Advanced Robotic Systems,0,,,Y,https://www.semanticscholar.org/paper/643ddb1c251a115490fadff52e66df369f4a7765,,semantic_scholar
221,28,0,19,9,0,Distributed event-triggered formation control of UGV-UAV heterogeneous multi-agent systems for ground-air cooperation,Hao Xiong; Hongbin Deng; Chaoyang Liu; Junqi Wu,2024,Chinese Journal of Aeronautics,15,,,,https://www.semanticscholar.org/paper/e324795c36645548132bd928a9357a885b9bc007,https://doi.org/10.1016/j.cja.2024.05.035,both
222,28,0,23,5,0,Evaluation of Cooperative UAV-UGV Navigation Strategies with Maneuvering UAVs,J. Pryor; Scott M. Martin; D. Bevly,2021,Proceedings of the 34th International Technical Meeting of t,2,,,,https://www.semanticscholar.org/paper/0d843f6baa702581e28321758bf535d8c103e51b,,semantic_scholar
223,27,0,23,4,0,Cooperative UAV-UGV modeled by Petri Net Plans specification,Andrea Bertolaso; Masoume M. Raeissi; A. Farinelli; R. Muradore,2016,,2,,,,https://www.semanticscholar.org/paper/b127664f4c1ec21130f4c59808654e1f2d2a496d,,both
224,27,5,18,4,0,Using Quaternions to Solve Singularity Problems for a UAV-UGV Formation,Harrison Neves Marciano; Alexandre Santos Brand??o; M. Sarcinelli-Filho,2021,Workshop on Information Processing and Control,1,,,,https://www.semanticscholar.org/paper/2caa773df7a996c69fe029cd9ea22600e467ec64,,both
225,27,0,19,8,0,PDE solution to UAV/UGV trajectory planning problem by spatio-temporal estimation during wildfires,Mohammadreza Radmanesh; Balaji R. Sharma; Manish Kumar; D. French,2021,,25,,,,https://www.semanticscholar.org/paper/7196cb4076332799f10bf168978dff04bc22e6de,https://doi.org/10.1016/j.cja.2020.11.002,both
226,27,0,20,7,0,Precedence-constrained path planning of messenger UAV for air-ground coordination,Yulong Ding; Bin Xin; Jie Chen,2019,Control Theory and Technology,15,,,,https://www.semanticscholar.org/paper/8c1f687332c090155ae0eaefd02c81680c6c7bee,,both
227,27,0,23,4,0,Efficient Task Offloading in MEC via UAV-UGV Collaboration,Tianchi Su; Qian Ma,2024,IFIP International Conference on Network and Parallel Comput,0,,,,https://www.semanticscholar.org/paper/9ef61adc5dcc7008e32344832370c1ab27f704b9,,semantic_scholar
228,27,0,23,4,0,Simultaneous Planning of Path-and-Rendezvous PointsUsing Bidirectional Informed RRT* for UAV-UGV Coordination,Minori Tazaki; G. Ishigami,2025,Journal of the Robotics Society of Japan,0,,,,https://www.semanticscholar.org/paper/2a4538c44d5b8ef74febc7ced4e32aa5ab1afa15,,both
229,27,0,23,4,0,A Vision-based Coordination Control for a UAV-UGV Tethered System,Giuseppe Sutera; Andrea Borgese; D. Guastella; Giovanni Muscato,2020,,0,,,,https://www.semanticscholar.org/paper/300d783ea48a836250d411412febf664ed36f8fe,,both
230,27,2,21,4,0,Risk-aware Resource Allocation for Multiple UAVs-UGVs Recharging Rendezvous,Ahmad Bilal Asghar; Guangyao Shi; Nare Karapetyan; James Humann; Jean-Paul Reddinger,2022,,0,,,,http://arxiv.org/abs/2209.06308v1,https://arxiv.org/pdf/2209.06308v1,both
231,27,0,21,6,0,Joint Optimization of Path Planning and Cooperative Strategy for UAV?€?UGV Delivery,Gihyeon Jang; Kisong Lee,2025,IEEE transactions on intelligent transportation systems (Pri,1,,,,https://www.semanticscholar.org/paper/76dc3f64296db343c43a52def65725d01efe605a,,both
